firm,year,lk,llabor,lfuel,lny,trend,llabor2,lfuel2,lk2,labfue2,labk2,fuek2
42,94,-1.2666936,-1.4187393,-1.1165409,-1.3872947,9,1.0064106,.62333178,.80225631,1.5840804,1.797108,1.4143152
42,95,-1.2872973,-1.3721574,-1.3751222,-1.460405,10,.94140791,.94548055,.8285672,1.8868841,1.7663745,1.7701911
42,96,-1.293419,-1.3553936,-1.1353614,-1.417142,11,.91854589,.64452275,.83646637,1.5388616,1.7530918,1.468498
43,86,-1.8831,-2.1507803,-1.9991302,-1.8759883,1,2.3129279,1.9982608,1.7730328,4.2996898,4.0501343,3.7645621
43,87,-1.8535197,-2.0718277,-2.1577005,-1.8623181,2,2.1462351,2.3278358,1.7177677,4.4703838,3.8401736,3.9993406
43,88,-1.8658786,-2.0903223,-2.1424806,-1.8347497,3,2.1847236,2.2951115,1.7407516,4.4784749,3.9002877,3.9976087
43,89,-1.8805946,-2.1395126,-2.2373377,-1.7395189,4,2.288757,2.50284,1.7683181,4.7868121,4.0235558,4.2075253
43,90,-1.8681038,-2.1367154,-2.2506397,-1.7887349,5,2.2827763,2.5326896,1.7449059,4.8089765,3.9916061,4.2044286
43,91,-1.7612631,-2.1708096,-2.2526907,-1.7935204,6,2.3562071,2.5373077,1.5510239,4.8901626,3.8233668,3.9675811
43,92,-1.7807236,-2.1311443,-2.1745789,-1.765054,7,2.2708879,2.3643966,1.5854883,4.6343413,3.7949789,3.8723239
43,93,-1.801153,-2.1010462,-2.1004273,-1.7586189,8,2.2071976,2.2058974,1.622076,4.4130949,3.7843057,3.7831909
43,94,-1.822679,-2.1479514,-2.0528403,-1.6870616,9,2.3068476,2.1070766,1.6610794,4.4094011,3.9150259,3.7416688
43,95,-1.8402732,-2.1256041,-2.079614,-1.7367852,10,2.2590964,2.1623972,1.6933028,4.420436,3.9116923,3.8270579
43,96,-1.8784573,-2.1679236,-2.2136477,-1.7988926,11,2.3499463,2.450118,1.764301,4.799019,4.0723519,4.1582427
44,86,.51692144,-.0478906,.56498717,.41462918,1,.00114675,.15960525,.13360389,-.02705757,-.02475568,.29205398
44,87,.49142488,-.31063538,.27162911,.35320084,2,.04824717,.03689119,.1207492,-.08437761,-.15265395,.1334853
44,88,.457411,-.331086,.36104505,.33702464,3,.05480897,.06517676,.10461241,-.11953696,-.15144238,.16514598
44,89,.40674614,-.34123842,.30722042,.36441911,4,.05822183,.04719219,.08272121,-.10483541,-.13879741,.12496072
44,90,.37115627,-.22862225,.40526183,.43683506,5,.02613407,.08211857,.06887849,-.09265187,-.08485458,.15041547
44,91,.34121694,-.28181499,.21425609,.42159378,6,.03970984,.02295284,.0582145,-.06038058,-.09616005,.07310781
44,92,.31562612,-.30212468,.41967127,.51852239,7,.04563966,.08806199,.04980993,-.12679305,-.09535844,.13245922
44,93,.27015486,-.28268944,.75604508,.49549578,8,.03995666,.28580208,.03649182,-.21372596,-.07636992,.20424925
44,94,.24201259,-.265773,.57282419,.52234963,9,.03531764,.16406378,.02928505,-.15224121,-.06432041,.13863066
44,95,.21616633,-.24113287,.54870353,.60196424,10,.02907253,.15053778,.02336394,-.13231046,-.05212481,.11861123
44,96,.1898566,-.29235988,.61472563,.39042306,11,.04273715,.1889438,.01802276,-.17972111,-.05550645,.11670972
45,86,.03072913,.20664709,.14153829,.21968649,1,.02135151,.01001654,.00047214,.02924847,.00635009,.00434935
45,87,.00125121,-.51451007,-.01142111,.17662625,2,.13236031,.00006522,7.828e-07,.00587627,-.00064376,-.00001429
45,88,-.02448116,-.35431043,-.02883241,.08091958,3,.06276794,.00041565,.00029966,.01021562,.00867393,.00070585
45,89,-.05308123,-.41484697,-.09154958,.04726103,4,.08604901,.00419066,.00140881,.03797906,.02202059,.00485956
45,90,-.08114417,-.25891487,-.13028254,-.01628958,5,.03351845,.00848677,.00329219,.03373209,.02100943,.01057167
45,91,-.09934762,-.46082037,-.16113267,.02420004,6,.1061777,.01298187,.00493497,.07425322,.04578141,.01600815
45,92,-.10893151,-.44628973,-.13506153,-.00205149,7,.09958726,.00912081,.00593304,.06027657,.04861501,.01471246
45,93,-.12971952,-.39899724,-.1594679,-.03067099,8,.0795994,.01271501,.00841358,.06362725,.05175773,.0206861
45,94,-.12371458,-.16636567,-.21347787,-.02000188,9,.01383877,.0227864,.00765265,.03551539,.02058186,.02641033
45,95,-.08997573,-.06921635,-.22383648,.07133681,10,.00239545,.02505139,.00404782,.01549314,.00622779,.02013985
45,96,-.06956864,-.28181499,-.28672452,.18720776,11,.03970984,.04110547,.0024199,.08080327,.01960549,.01994703
46,86,-1.6777386,-1.676889,-1.5188799,-1.4408417,1,1.4059783,1.1534981,1.4074034,2.546993,2.8133814,2.5482835
46,87,-1.7049096,-1.5827018,-1.6077235,-1.4210582,2,1.2524725,1.2923874,1.4533585,2.5445468,2.6983636,2.7410232
46,88,-1.7318953,-1.5875289,-1.4815334,-1.3621211,3,1.2601239,1.0974706,1.4997307,2.3519771,2.7494338,2.5658608
46,89,-1.7563381,-1.4863707,-1.6473952,-1.3707741,4,1.1046489,1.3569554,1.5423617,2.4486399,2.6105695,2.8933829
46,90,-1.7623709,-1.6507778,-1.6387861,-1.2962589,5,1.3625338,1.3428099,1.5529756,2.7052718,2.9092828,2.8881489
46,91,-1.7804808,-1.6270077,-1.3644778,-1.2951018,6,1.323577,.9308999,1.5850559,2.2200159,2.8968559,2.4294266
46,92,-1.8021181,-1.5827018,-1.6787023,-1.4397895,7,1.2524725,1.4090208,1.6238148,2.6568852,2.8522155,3.0252199
46,93,-1.8089946,-1.6286869,-1.6801903,-1.4129417,8,1.3263105,1.4115198,1.6362308,2.736504,2.9462858,3.0394553
46,94,-1.8268974,-1.6253312,-1.5756947,-1.3750305,9,1.3208507,1.2414069,1.668777,2.5610257,2.9693133,2.8786325
46,95,-1.819822,-1.69648,-1.5955256,-1.3417146,10,1.4390222,1.272851,1.655876,2.7067773,3.0872916,2.9035726
46,96,-1.828335,-1.7127995,-1.6128147,-1.380124,11,1.4668411,1.3005856,1.6714045,2.7624282,3.1315713,2.9487656
47,86,-.34926902,-.31243641,-.61130065,-.42051906,1,.04880826,.18684424,.06099442,.19099258,.10912436,.21350838
47,87,-.35850878,-.29811844,-.63243022,-.3063548,2,.0444373,.19998399,.06426427,.18853911,.10687808,.22673179
47,88,-.37863328,-.18008869,-.60620033,-.34170003,3,.01621597,.18373942,.07168158,.10916982,.06818757,.22952762
47,89,-.40298515,-.28575631,-.73059219,-.38124878,4,.04082834,.26688248,.08119852,.20877133,.11515555,.29441781
47,90,-.41798018,-.27484633,-.69763048,-.28535679,5,.03777025,.24334414,.08735371,.19174118,.11488032,.29159571
47,91,-.43665675,-.25720762,-.6661557,-.28197236,6,.03307788,.22188171,.09533456,.17134032,.11231144,.29088138
47,92,-.43169674,-.23111186,-.69848248,-.35761951,7,.02670634,.24393889,.09318104,.16142758,.09977023,.30153261
47,93,-.44960841,-.31559595,-.61920064,-.21795142,8,.0498004,.19170472,.10107386,.19541722,.1418946,.27839782
47,94,-.43370339,-.5150618,-.56637595,-.10404033,9,.13264433,.16039086,.09404931,.29171862,.22338405,.24563917
47,95,-.45563819,-.38146147,-.56812928,-.19395181,10,.07275642,.16138544,.10380308,.21671943,.17380841,.2588614
47,96,-.46893692,-.59607077,-.6752144,-.09432717,11,.17765018,.22795724,.10995092,.40247557,.27951959,.31663296
48,86,-1.3466692,-.70070012,-1.0164888,-1.0726003,1,.24549033,.51662476,.906759,.71225384,.94361129,1.3688742
48,87,-1.3647424,-.42035389,-.99164504,-.93216651,2,.0883487,.49167995,.9312609,.41684185,.57367478,1.35334
48,88,-1.9464235,.07590839,-.85064628,-.93292603,3,.00288104,.36179954,1.8942823,-.06457119,-.14774989,1.6557179
48,89,-1.9479818,-.0458173,-1.0214426,-.98873552,4,.00104961,.5216725,1.8973165,.04679974,.08925126,1.9897516
48,90,-1.9369099,-.15590653,-1.0151266,-.84373139,5,.01215342,.51524098,1.8758101,.15826487,.30197692,1.9662087
48,91,-1.9550982,-.139472,-.8695359,-.79751431,6,.00972622,.37804634,1.9112046,.12127591,.27268147,1.7000281
48,92,-1.9102369,-.52504525,-1.1598879,-1.0049366,7,.13783626,.67266998,1.8245024,.60899364,1.0029608,2.2156606
48,93,-1.9060023,-.28927279,-.79045695,-.65838716,8,.04183937,.31241109,1.8164223,.22865769,.5513546,1.5066127
48,94,-1.8113131,-.33614933,-.79145989,-.62052335,9,.05649819,.31320438,1.6404277,.26604871,.6088717,1.4335817
48,95,-1.8290236,-.51616619,-.88706605,-.69106973,10,.13321377,.39344309,1.6726637,.4578735,.94408014,1.6224647
48,96,-1.8045081,-.53512938,-.74122674,-.56592638,11,.14318173,.27470854,1.6281247,.39665221,.96564529,1.3375496
49,86,.09290357,.35306767,.19818922,-.17642778,1,.06232839,.01963948,.00431554,.06997421,.03280125,.01841249
49,87,.06951437,-.37905003,.44188989,.00258819,2,.07183946,.09763334,.00241612,-.16749838,-.02634942,.0307177
49,88,.04368318,-.41584599,.42591321,.03208707,3,.08646395,.09070103,.00095411,-.1771143,-.01816548,.01860524
49,89,.02375993,-.39214114,.44636378,-.00132041,4,.07688734,.09962031,.00028227,-.1750376,-.00931725,.01060557
49,90,.00467314,.00532067,.41518804,-.12852697,5,.00001415,.08619055,.00001092,.00220908,.00002486,.00194023
49,91,-.01635783,-.15282843,.38705249,-.10245393,6,.01167826,.07490481,.00013379,-.05915262,.00249994,-.00633134
49,92,-.03648606,-.21995701,.08792145,-.33997917,7,.02419054,.00386509,.00066562,-.01933894,.00802536,-.00320791
49,93,-.04959526,-.1714408,.1086142,-.39479801,8,.01469597,.00589852,.00122984,-.01862091,.00850265,-.00538675
49,94,-.05620375,-.23527507,.0529108,-.4772566,9,.02767718,.00139978,.00157943,-.01244859,.01322334,-.00297379
49,95,-.06564089,-.43145947,.08022599,-.37601946,10,.09307863,.00321811,.00215436,-.03461426,.02832138,-.00526611
49,96,-.07453497,-.60993066,.20210112,-.44881703,11,.18600771,.02042243,.00277773,-.12326767,.04546117,-.0150636
50,86,-2.4510045,-1.9675149,-2.3709413,-2.4279886,1,1.9355574,2.8106813,3.0037115,4.6648623,4.8223878,5.8111878
50,87,-2.4508377,-2.0956699,-2.3322508,-2.3233371,2,2.1959161,2.7196969,3.0033028,4.8876278,5.1361468,5.7159683
50,88,-2.4777508,-2.0692133,-2.2008953,-2.2620949,3,2.1408218,2.42197,3.0696244,4.5541218,5.1269948,5.4532699
50,89,-2.4325842,-1.9102254,-2.3074711,-2.310598,4,1.8244805,2.6622114,2.958733,4.4077898,4.6467841,5.6131177
50,90,-2.4594309,-2.133926,-2.3632135,-2.2335032,5,2.27682,2.7923891,3.0244001,5.0429227,5.2482434,5.8121603
50,91,-2.4842422,-2.1423176,-2.4955874,-2.225801,6,2.2947624,3.1139782,3.0857296,5.3463408,5.3220358,6.1996435
50,92,-2.5120414,-2.0511015,-2.4336933,-2.2409793,7,2.1035087,2.9614315,3.1551759,4.991752,5.1524519,6.1135383
50,93,-2.5466881,-1.986563,-2.5251883,-2.3534335,8,1.9732163,3.1882879,3.2428101,5.0164456,5.0591564,6.4308669
50,94,-2.5746634,-2.0588236,-2.452946,-2.1731722,9,2.1193773,3.008472,3.3144457,5.0501831,5.3007777,6.3155102
50,95,-2.5827833,-2.114615,-2.2144942,-1.991483,10,2.2357983,2.4519924,3.3353849,4.6828027,5.4615924,5.7195589
50,96,-2.6090181,-2.0983544,-2.3955885,-1.9728294,11,2.2015457,2.8694222,3.4034877,5.0267938,5.4746447,6.2501338
51,86,-1.3399477,-1.1015249,-1.3358429,-1.0996245,1,.60667856,.89223809,.89772988,1.4714642,1.4759857,1.7899595
51,87,-1.355974,-.99616434,-1.1869237,-.89923108,2,.49617169,.70439388,.9193327,1.182371,1.3507729,1.6094376
51,88,-1.3777821,-1.0975645,-.96481114,-.73693986,3,.60232393,.46543027,.9491417,1.0589425,1.5122047,1.3292995
51,89,-1.3841543,-.99705761,-1.1545674,-.80040337,4,.49706194,.66651291,.95794154,1.1511702,1.3800816,1.5980994
51,90,-1.4071889,-1.0867535,-1.1764463,-.76423444,5,.59051664,.69201295,.99009027,1.2785072,1.5292675,1.6554821
51,91,-1.4351425,-1.0818779,-1.2601072,-.97588388,6,.58522985,.79393512,1.0298171,1.3632821,1.5526489,1.8084335
51,92,-1.4644406,-1.2614794,-1.1576042,-1.0287894,7,.7956652,.67002375,1.0722931,1.4602939,1.8473617,1.6952426
51,93,-1.4759591,-1.1225783,-1.0440215,-.86079082,8,.63009102,.54499047,1.0892277,1.1719959,1.6568797,1.5409331
51,94,-1.4957576,-1.0741259,-1.2486776,-.88623995,9,.57687322,.77959789,1.1186454,1.341237,1.606632,1.867719
51,95,-1.5182503,-.92967462,-1.222689,-.80925525,10,.43214745,.74748424,1.152542,1.136703,1.4114788,1.856348
51,96,-1.5361184,-.97321541,-1.2973711,-.74528813,11,.47357411,.84158583,1.1798298,1.2626215,1.4949741,1.9929155
52,86,-1.6749713,-.02667145,-1.6371207,-1.0437311,1,.00035568,1.3400821,1.4027645,.04366438,.04467391,2.7421302
52,87,-1.6159962,.16614903,-1.4967388,-.95788467,2,.01380275,1.1201135,1.3057219,-.2486817,-.26849621,2.4187242
52,88,-1.5916351,.11545814,-1.3949206,-.72714493,3,.00666529,.9729017,1.2666511,-.16105493,-.18376722,2.2202045
52,89,-1.5889658,.11192668,-1.476291,-.74852359,4,.00626379,1.0897175,1.2624061,-.16523635,-.17784766,2.3457758
52,90,-1.6164639,.09587878,-1.5921488,-.8183506,5,.00459637,1.267469,1.3064778,-.15265328,-.15498458,2.5736512
52,91,-1.6310047,.07529695,-1.4675585,-.75431806,6,.00283482,1.0768639,1.3300881,-.11050267,-.12280967,2.3935947
52,92,-1.6439036,.0492732,-1.412362,-.67324161,7,.00121392,.99738316,1.3512095,-.06959159,-.08100038,2.3217869
52,93,-1.65433,.02641505,-1.6645538,-.8489019,8,.00034888,1.3853696,1.3684039,-.04396926,-.0436992,2.7537212
52,94,-1.6574061,-.02464164,-1.5870107,-.72188695,9,.00030361,1.2593015,1.3734975,.03910654,.0408412,2.6303213
52,95,-1.6538385,-.15822133,-1.9028583,-.78340442,10,.01251699,1.8104349,1.3675908,.30107277,.26167252,3.1470202
52,96,-1.6662702,-.36043823,-1.8657766,-.92717497,11,.06495786,1.7405612,1.3882281,.67249723,.60058747,3.1088879
53,86,-1.1769247,-.37616406,-1.1089893,-.92982935,1,.0707497,.61492859,.69257593,.4171619,.44271679,1.3051969
53,87,-1.1690789,-.32741965,-1.002739,-.93328244,2,.05360181,.50274273,.68337278,.32831644,.38277941,1.172281
53,88,-1.1668739,-.30973608,-.94879892,-.85386581,3,.04796822,.4501097,.68079736,.29387726,.36142295,1.1071287
53,89,-1.180228,-.27876023,-.94573814,-.84684727,4,.03885363,.44721031,.69646906,.26363418,.32900063,1.1161866
53,90,-1.1931244,-.26405402,-.97693966,-.8776292,5,.03486226,.47720555,.7117729,.25796484,.31504929,1.1656105
53,91,-1.1838457,-.28531761,-1.1021437,-.86717111,6,.04070307,.60736042,.70074528,.31446102,.33777202,1.3047681
53,92,-1.1733177,-.4926871,-.98691906,-.920846,7,.12137029,.48700461,.68833719,.48624229,.57807848,1.1579696
53,93,-1.1738685,-.64450194,-.86992214,-.91155905,8,.20769138,.37838226,.68898359,.56066651,.7565605,1.0211742
53,94,-1.0013639,-.67576441,-.85455154,-.87806994,9,.22832877,.36512917,.50136486,.57747552,.6766861,.85571709
53,95,-.87950007,-.84099377,-.92202906,-.87281302,10,.35363526,.42506879,.38676019,.77542069,.73965408,.81092462
53,96,-.88154107,-.64199259,-1.2491344,-.88093787,11,.20607724,.78016843,.38855733,.80193506,.56594284,1.1011633
54,86,-.44987895,.3746084,-.00900723,-.02144368,1,.07016573,.00004057,.10119553,-.00337418,-.16852843,.00405216
54,87,-.4341233,.30878439,.00765989,.10833784,2,.0476739,.00002934,.09423152,.00236525,-.1340505,-.00332534
54,88,-.40731731,.34212081,.08466201,.14514582,3,.05852332,.00358383,.0829537,.02896463,-.13935173,-.0344843
54,89,-.38594918,.276051,.13412473,.19255417,4,.03810208,.00899472,.07447838,.03702527,-.10654166,-.05176533
54,90,-.38698287,.28476946,.04227635,.18432834,5,.04054682,.00089364,.07487787,.01203901,-.1102009,-.01636022
54,91,-.3799974,.20557382,-.05716219,.18095584,6,.0211303,.00163376,.07219901,-.01175105,-.07811752,.02172148
54,92,-.38008151,-.03346722,-.05593878,.21459872,7,.00056003,.00156457,.07223098,.00187212,.01272027,.0212613
54,93,-.3853994,.15773622,-.08715019,.11535098,8,.01244036,.00379758,.07426635,-.01374674,-.06079145,.03358763
54,94,-.34893814,-.05937096,-.11576951,.06151374,9,.00176246,.00670129,.06087891,.00687335,.02071679,.0403964
54,95,-.33081691,-.18127371,-.0826696,.05860323,10,.01643008,.00341713,.05471992,.01498582,.05996841,.0273485
54,96,-.28769135,-.13342513,-.23614657,.05149989,11,.00890113,.0278826,.04138316,.03150789,.03838526,.06793733
55,86,.47446964,.06175,.68492516,.37606559,1,.00190653,.23456123,.11256072,.04229413,.0292985,.3249762
55,87,.45723177,-.13720009,.55636827,.37707693,2,.00941193,.15477283,.10453045,-.07633378,-.06273224,.25438925
55,88,.42878571,-.0892027,.6257396,.39023144,3,.00397856,.19577502,.09192859,-.05581766,-.03824884,.2683082
55,89,.40262029,-.0420275,.53033336,.38519658,4,.00088316,.14062674,.08105155,-.02228859,-.01692113,.21352297
55,90,.37893935,-.1311669,.58595114,.40639823,5,.00860238,.17166937,.07179752,-.07685739,-.0497043,.22203995
55,91,.35565635,-.15206037,.47789774,.41996537,6,.01156118,.11419312,.06324572,-.0726693,-.05408124,.16996737
55,92,.33334427,-.19520428,.49117233,.48036395,7,.01905236,.12062513,.0555592,-.09587894,-.06507023,.16372948
55,93,.3047602,-.17183227,.54691195,.45675198,8,.01476316,.14955634,.04643939,-.09397712,-.05236764,.166677
55,94,.27854727,-.63139718,.31622159,.28292971,9,.1993312,.04999805,.03879429,-.19966142,-.17587396,.08808266
55,95,.2508389,-.92967462,.49404987,.40193838,10,.43214745,.12204264,.03146008,-.45930562,-.23319856,.12392692
55,96,.22797301,-.72355063,.16545566,.43159911,11,.26176275,.01368779,.02598585,-.11971555,-.16495001,.03771942
56,86,-1.4584358,-1.4435682,-1.1511985,-1.5545672,1,1.0419445,.66262897,1.0635175,1.6618335,2.1053515,1.6789491
56,87,-1.4888709,-1.227151,-1.3944231,-1.5744474,2,.75294984,.97220794,1.1083683,1.7111678,1.8270695,2.0761161
56,88,-1.0667008,-1.1928746,-1.224025,-1.37619,3,.71147491,.74911856,.56892529,1.4601083,1.2724403,1.3056684
56,89,-1.0993548,-1.1327617,-1.0233924,-1.2386978,4,.64157455,.523666,.60429047,1.1592597,1.245307,1.1250713
56,90,-1.1099202,-.99705761,-1.049224,-1.2648704,5,.49706194,.55043548,.61596141,1.0461368,1.1066544,1.1645549
56,91,-1.1136657,-1.1307167,-1.1295969,-1.346886,6,.6392601,.63799454,.6201256,1.277254,1.2592403,1.2579932
56,92,-1.1334925,-1.2226617,-1.2349627,-1.4751915,7,.74745083,.76256641,.64240259,1.5099416,1.3858778,1.3998209
56,93,-1.1441177,-1.264978,-1.3368694,-1.6004087,8,.80008462,.89360985,.65450263,1.6911103,1.4472836,1.5295359
56,94,-1.1601114,-1.2874242,-1.1953955,-1.4127924,9,.82873053,.71448518,.67292924,1.5389811,1.4935555,1.3867919
56,95,-1.1885687,-1.3566732,-1.3853881,-1.5489433,10,.92028109,.95965015,.70634772,1.879519,1.6124992,1.6466289
56,96,-1.1779444,-1.4776624,-1.6683072,-1.8221826,11,1.0917431,1.3916245,.69377649,2.4651948,1.7406041,1.9651731
57,86,-1.9470279,-2.1650458,-2.2681342,-1.9279056,1,2.3437117,2.5722163,1.8954589,4.9106144,4.2154047,4.4161206
57,87,-1.8956041,-2.0666058,-3.058246,-2.4606958,2,2.1354298,4.6764344,1.7966574,6.320189,3.9174663,5.7972236
57,88,-1.9240486,-2.114615,-2.2275654,-1.7817094,3,2.2357983,2.4810238,1.8509816,4.7104432,4.0686221,4.2859442
57,89,-1.9459898,-2.0257838,-2.246186,-1.729964,4,2.0518999,2.5226758,1.8934382,4.5502872,3.9421546,4.3710552
57,90,-1.9710399,-2.0797121,-2.4736735,-1.7970217,5,2.1626013,3.0595304,1.9424991,5.1445288,4.0991955,4.8757091
57,91,-1.9940002,-2.0744489,-2.3403822,-1.7435311,6,2.1516691,2.7386945,1.9880184,4.8550034,4.1364515,4.6667227
57,92,-1.9623208,-2.2001371,-2.3074711,-1.7042991,7,2.4203017,2.6622114,1.9253515,5.0767528,4.3173749,4.5279985
57,93,-1.9787069,-2.0718277,-2.194372,-1.601463,8,2.1462351,2.4076342,1.9576405,4.5463608,4.0995398,4.342019
57,94,-1.9936428,-2.0770771,-2.1153994,-1.5698135,9,2.1571246,2.2374572,1.9873059,4.3938475,4.1409498,4.2173507
57,95,-2.012332,-2.1621764,-2.0626753,-1.5542177,10,2.3375033,2.1273147,2.0247401,4.4598678,4.3510168,4.1507876
57,96,-2.0359924,-2.0692133,-2.200756,-1.6407343,11,2.1408218,2.4216636,2.0726325,4.5538337,4.2129025,4.4807225
58,86,.61939243,2.0391749,.8203868,.09419358,1,2.0791171,.33651725,.19182349,1.6729122,1.2630495,.50814137
58,87,.66039673,1.6117366,1.0206144,.57624466,2,1.2988474,.52082689,.21806192,1.6449616,1.0643856,.67401042
58,88,.6779512,1.5463512,1.2515658,.78656349,3,1.195601,.78320849,.22980892,1.9353603,1.0483506,.84850055
58,89,.67412065,1.4379188,1.101224,.91767261,4,1.0338052,.60634717,.22721933,1.5834707,.96933075,.74235786
58,90,.66323104,1.3347652,.99082979,.85736426,5,.89079913,.49087184,.21993771,1.3225252,.88525775,.65714908
58,91,.65989374,1.4017309,.91181982,.76312331,6,.98242481,.41570769,.21772987,1.2781261,.92499347,.60170419
58,92,.66029844,1.2997018,1.0716187,.91348248,7,.84461238,.57418327,.21799701,1.3927847,.85819107,.70758812
58,93,.65136966,1.1155628,.88437396,.63927831,8,.62224021,.39105865,.21214122,.98657472,.72664378,.57605437
58,94,.65898542,.99646871,1.0502065,.96978022,9,.49647494,.55146684,.21713089,1.0464979,.65665835,.69207077
58,95,.61450333,.64939883,.30053726,.01711696,10,.21085942,.04516132,.18880717,.19516854,.39905774,.18468114
58,96,.5956394,.71392659,.21832883,.1777907,11,.25484559,.02383374,.17739315,.15587076,.42524281,.13004525
59,86,.50667301,.83598846,.93155814,.81975452,1,.34943835,.43390029,.12835877,.77877185,.42357279,.47199537
59,87,.50874468,.8241999,.86021826,.81830234,2,.33965274,.36998773,.12941058,.70899181,.41930732,.43763147
59,88,.50307268,.78271487,.90019195,.82591512,3,.30632128,.40517277,.12654106,.70459362,.39376247,.45286197
59,89,.50001025,.79440392,.8538229,.8300633,4,.3155388,.36450678,.12500513,.67828026,.39721011,.4269202
59,90,.52763053,.75953611,.65612617,.72549748,5,.28844755,.21525077,.13919699,.49835151,.40075444,.34619219
59,91,.52716905,.60033306,.73615472,.68493497,6,.18019989,.27096189,.1389536,.44193802,.31647701,.38807799
59,92,.52733878,.54625574,.71018244,.66477299,7,.14919767,.25217955,.1390431,.38794124,.28806184,.37450675
59,93,.52846743,.6564357,.72021743,.67245196,8,.21545391,.25935658,.13963891,.47277643,.34690488,.38061145
59,94,.54785154,.49714096,.59953876,.54713111,9,.12357457,.17972336,.15007066,.29805527,.27235944,.32845824
59,95,.59048236,.50174329,.5838426,.58265328,10,.12587316,.17043609,.17433471,.29293911,.29627056,.34474875
59,96,.60323438,.39325014,.49527184,.55345608,11,.07732284,.1226471,.18194586,.19476572,.237222,.298765
60,86,.35050468,.63918492,.42429586,.28627439,1,.20427868,.09001349,.06142677,.27120352,.22403731,.14871769
60,87,.34701634,.60069479,.29853214,.31812973,2,.18041712,.04456072,.06021017,.1793267,.20845091,.10359553
60,88,.34891888,.5343463,.46383401,.41308508,3,.14276298,.10757099,.06087219,.24784799,.18644351,.16184044
60,89,.33829393,.4973415,.50898203,.50383052,4,.12367429,.12953135,.05722139,.25313789,.16824761,.17218553
60,90,.33721296,.43785666,.42206458,.41929795,5,.09585923,.08906925,.05685629,.18480379,.14765094,.14232564
60,91,.33153967,.39347264,.47404293,.39979218,6,.07741036,.11235835,.05495928,.18652292,.13045179,.15716404
60,92,.32399981,.34981942,.36507114,.29143348,7,.06118681,.06663847,.05248794,.12770898,.11334143,.11828298
60,93,.31898836,.30805771,.35594499,.33118794,8,.04744978,.06334842,.05087679,.1096516,.09826682,.11354231
60,94,.31268711,.26219521,.44902869,.33267164,9,.03437316,.10081338,.04888661,.11773317,.08198506,.14040548
60,95,.36559381,.19640439,.35804848,.32021701,10,.01928734,.06409936,.06682942,.0703223,.07180423,.13090031
60,96,.3916644,.17780939,.18811213,.27306897,11,.01580809,.01769309,.0767005,.0334481,.06964161,.07367682
61,86,-.33488703,-.05937096,-.31477337,-.1196153,1,.00176246,.04954114,.05607466,.0186884,.01988257,.10541352
61,87,-.36008033,-.065689,-.3590634,-.18874677,2,.00215752,.06446326,.06482892,.02358651,.02365332,.12929167
61,88,-.39995618,-.07063074,-.38588708,-.1260461,3,.00249435,.07445442,.07998247,.02725549,.0282492,.15433792
61,89,-.42342803,.02577257,-.3721169,-.0630564,4,.00033211,.06923549,.08964565,-.00959041,-.01091283,.15756472
61,90,-.41603833,.14241242,-.47761658,-.02845356,5,.01014065,.1140588,.08654395,-.06801853,-.05924903,.1987068
61,91,-.43737932,-.03483197,-.41465123,-.02381308,6,.00060663,.08596782,.09565034,.01444312,.01523478,.18135987
61,92,-.38807306,.08139454,-.26760659,.10485689,7,.00331254,.03580664,.07530035,-.02178172,-.03158703,.10385091
61,93,-.20454242,.03185941,-.27556525,.13754831,8,.00050751,.0379681,.0209188,-.00877935,-.0065166,.05636478
61,94,-.17428577,-.10519141,-.22631734,.16808726,9,.00553262,.02560977,.01518776,.02380664,.01833337,.03944389
61,95,-.13497305,-.40293618,-.30060896,.17458324,10,.08117878,.04518287,.00910886,.12112623,.05438552,.04057411
61,96,-.16961078,-.40392337,-.00934171,.23770171,11,.08157704,.00004363,.01438391,.00377333,.06850976,.00158445
62,86,-1.214903,-.45145505,-.94484552,-.81502716,1,.10190583,.44636653,.73799471,.42655528,.54847411,1.1478957
62,87,-1.2246415,-.59666941,-1.0690508,-.90361938,2,.17800719,.57143482,.74987336,.63786992,.7307061,1.309204
62,88,-1.2268495,-.85252795,-.980303,-.86852433,3,.36340196,.48049699,.75257986,.83573571,1.0459235,1.2026843
62,89,-1.2237912,-.79468227,-.95599075,-.69040808,4,.31575996,.45695916,.74883245,.7597089,.97252517,1.1699331
62,90,-1.2436669,-.7310566,-1.1137434,-.77646303,5,.26722188,.62021221,.77335363,.81420948,.90919087,1.3851258
62,91,-1.263883,-.88315461,-1.211418,-.95060238,6,.38998103,.7337668,.79870006,1.0698694,1.1162041,1.5310906
62,92,-1.2273438,-.89680395,-1.0438683,-.81758926,7,.40212866,.54483048,.75318638,.93614519,1.1006868,1.2811852
62,93,-1.2696814,-1.0702723,-1.0329173,-.78337098,8,.57274143,.53345908,.80604545,1.1055028,1.3589049,1.3114759
62,94,-1.3010236,-.90410621,-1.0279927,-.79288976,9,.40870402,.52838448,.84633126,.92941457,1.1762636,1.3374428
62,95,-1.3672873,-.96193546,-1.051339,-.82735553,10,.46265992,.55265688,.93473725,1.0113203,1.3152421,1.4374825
62,96,-1.3804352,-.97583662,-1.0470255,-.69503666,11,.47612855,.54813125,.95280061,1.0217259,1.3470792,1.4453509
